objectid,title,tagline,description,url,last_update,created,item_count,featured,status,search_index,categories,type,media_types,location,latitude,longitude,date_start,date_end,notes,featured_image,image_small,image_thumb,image_alt_text,image_source,data_location,repository_location,cdmid
harvester,Idaho Harvester,,"The Idaho Harvester features the most interesting and unique materials from Special Collections & Archives. We write about the images, stories, and historical narratives that catch our attention. Some posts are lengthier, dealing with complex subjects regarding Idaho history, industry, and the university, while others are shorter celebrations of notable days, people, and events.",https://harvester.lib.uidaho.edu/,,,2000,,published,,U of I; Idaho,,images; documents; blog,"University of Idaho (Library); Moscow, ID;",46.72748,-117.01396,2014,2023,,https://webpages.uidaho.edu/library/spec/harvester/objects/barnard-display-7.jpg,https://webpages.uidaho.edu/library/spec/harvester/objects/small/barnard-display-7_sm.jpg,https://webpages.uidaho.edu/library/spec/harvester/objects/thumbs/barnard-display-7_th.jpg,Displayed materials for the 'Capturing the Moments' exhibit. A glass negative from the Barnard-Stockbridge Studio can be seen.,https://harvester.lib.uidaho.edu/collection/items/lumber2043.html,,https://github.com/uidaholib/spec-lumber,
aerial,Idaho Historical Aerial Photographs,,The Idaho Historical Aerial Photographs are a collection of both oblique and vertical historic air photos ranging from 1927 to the 1980s.,https://www.lib.uidaho.edu/digital/aerial/,2023-11,2023-11,2021,,published,true,Idaho; Maps; Forests; Water,,images,Northern Idaho,47.431308,-116.92337,1927,1953,,https://objects.lib.uidaho.edu/aerial/aerial559.jpg,https://objects.lib.uidaho.edu/aerial/small/aerial559_sm.jpg,https://objects.lib.uidaho.edu/aerial/thumbs/aerial559_th.jpg,Black and white oblique photo of Mt Coeur d'Alene,https://www.lib.uidaho.edu/digital/aerial/items/aerial559.html,https://www.lib.uidaho.edu/digital/aerial/assets/data,https://github.com/uidaholib/base-digital-collections-template/tree/aerial,uiiap
historicalmaps,Idaho Historical Maps,,"A small collection of large maps that depict the Coeur D'Alene mining region, covering areas of Montana and Idaho (Shoshone County). These maps come from the Bunker Hill Mining Company Records, 1887-1984, a manuscript collection held by the University of Idaho Library's Special Collections &amp; Archives department.",https://www.lib.uidaho.edu/digital/historicalmaps/,2023-12,,9,,published,true,Idaho; Northwest; Maps; Mining,,images,"Shoshone County, ID; Wallace, ID; Kellogg, ID; Burke, ID; Silver Valley, ID; Mullan, ID; Wardner, ID;",47.686824,-116.726818,1863,1951,,https://objects.lib.uidaho.edu/historicalmaps/spec_hm8.jpg,https://objects.lib.uidaho.edu/historicalmaps/small/spec_hm8_sm.jpg,https://objects.lib.uidaho.edu/historicalmaps/thumbs/spec_hm8_th.jpg,Coeur D'Alene National Forest,https://www.lib.uidaho.edu/digital/historicalmaps/items/spec_hm8.html,https://www.lib.uidaho.edu/digital/historicalmaps/assets/data,https://github.com/uidaholib/base-digital-collections-template/tree/historicalmaps,spec_hm
queered,Idaho Queered,,"Idaho Queered is a collection of LGBTQ+ Oral Histories that were recorded during 2017-2018. Featuring interviews with queer Idahoans that detail their experiences with coming out, fighting discrimination, and navigating the particular challenges of their lives, the project aims to help preserve LGBTQ history through audio and video storytelling.",https://www.lib.uidaho.edu/queered/,2021-05,2021-05,46,,published,,Idaho; Research; Oral History,CDIL,videos,Idaho,46.729399,-117.012629,2017,2018,cb not standard,https://www.lib.uidaho.edu/media/digital/small/queered.jpg,https://www.lib.uidaho.edu/media/digital/small/queered.jpg,https://www.lib.uidaho.edu/media/digital/small/queered.jpg,State of Idaho with participants' images representing counties,,,https://github.com/thecdil/queered_source,
sanborn,Idaho Sanborn Maps,,"The Idaho Sanborn Maps digital collection consists of fire insurance maps created by the Sanborn Map Company. This collection of maps covers 42 counties and 81 cities in Idaho, from the 1880s to 1920s.",https://www.lib.uidaho.edu/digital/sanborn/,2023-12,,198,,published,true,Idaho; Maps,,images,Idaho,46.40046049,-117.0058513,1884,1929,,https://objects.lib.uidaho.edu/sanborn/sanborn-ketchum-1890-001.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-ketchum-1890-001_sm.jpg,https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-ketchum-1890-001_th.jpg,Sanborn Fire Insurance Map from Kendrick,https://www.lib.uidaho.edu/digital/sanborn/items/sanborn-ketchum-1890-001.html,https://www.lib.uidaho.edu/digital/sanborn/assets/data,https://github.com/uidaholib/base-digital-collections-template/tree/sanborn,
idahosnow,Idaho Snow Loads,,Interactive Map and Report about Ground Snow Loads in Idaho compiled by researchers from the Department of Civil Engineering at University of Idaho.,https://www.lib.uidaho.edu/digital/idahosnow/,,2015,,,published,,Idaho; Construction,Application,documents,Idaho,43.492285,-114.411621,1986,1987,,https://www.lib.uidaho.edu/media/digital/small/idahosnow.jpg,https://www.lib.uidaho.edu/media/digital/small/idahosnow.jpg,https://www.lib.uidaho.edu/media/digital/small/idahosnow.jpg,Idaho Snow Load Map,https://www.lib.uidaho.edu/digital/idahosnow/elevation.html,,https://github.com/uidaholib/idahosnow_source,
tpa,Idaho Timber Protective Association Reports,,"Annual reports published by Idaho Timber Protective Associations, including the Coeur D'Alene Timber Protective Association, the Pend d'Oreille Timber Protective Association, the Potlatch Timber Protective Association, and the Priest Lake Timber Protective Association.",https://www.lib.uidaho.edu/digital/tpa/,2023-12,,42,,published,true,Idaho; Forests,,documents,Idaho,,,1910,1964,,https://objects.lib.uidaho.edu/tpa/tpa-featured-image.jpg,https://www.lib.uidaho.edu/media/digital/small/tpa.jpg,https://www.lib.uidaho.edu/media/digital/small/tpa.jpg,Cover of combined Annual Reports Potlatch Timber Protective Association 1961-1962. Features a forest fire illustration,,https://www.lib.uidaho.edu/digital/tpa/assets/data,https://github.com/uidaholib/documents-digital-collections-template/tree/tpa,
iwdl,Idaho Waters Digital Library,,The Idaho Waters Digital Library provides open digital access to unique information resources relating to water issues in key Idaho river basins. Making up the core of the collection are documents produced by Idaho Water Resources Research Institute. IWDL supports ongoing research and understanding of the region while preserving an era of previous work and research investment.,https://www.lib.uidaho.edu/digital/iwdl/,2020-10,2020-10,476,,published,true,Idaho; Water; Wilderness; Mining; Research,,documents,"Idaho; Coeur D'Alene, ID; Lewiston, ID; Boise, ID;",43.608655,-116.193734,1963,1984,cb not standard,https://objects.lib.uidaho.edu/iwdl/ian-keefe-354195-unsplash.jpg,https://objects.lib.uidaho.edu/iwdl/small/ian-keefe-354195-unsplash_sm.jpg,https://objects.lib.uidaho.edu/iwdl/thumbs/ian-keefe-354195-unsplash_th.jpg,A close-ip image of a ripple in water,,https://www.lib.uidaho.edu/digital/iwdl/assets/data,https://github.com/uidaholib/documents-digital-collections-template/tree/iwdl,idahowater
iwi,Idaho's Women of Influence,,A database of important women in the history of the state of Idaho,https://www.lib.uidaho.edu/digital/iwi/,2023-12,,30,,published,,Idaho; Women,,documents; images,Idaho,,,,,,https://objects.lib.uidaho.edu/iwi/c04.jpg,https://objects.lib.uidaho.edu/iwi/c04.jpg,https://objects.lib.uidaho.edu/iwi/c04.jpg,Black and white historical photo of women,,,https://github.com/uidaholib/base-digital-collections-template/tree/iwi,
inside,INSIDE Idaho,,"INSIDE Idaho is the official geospatial data clearinghouse for the State of Idaho. INSIDE Idaho serves as a comprehensive geospatial data digital library, providing access to, and a context within which to use, geospatial data and information by, for, and about Idaho.",https://www.insideidaho.org/,,,,,published,,U of I; Research; Maps; Environmental,,images; data,Idaho,,,1998,,,https://www.lib.uidaho.edu/media/digital/small/insideidaho.jpg,https://www.lib.uidaho.edu/media/digital/small/insideidaho.jpg,https://www.lib.uidaho.edu/media/digital/small/insideidaho.jpg,Inside Idaho in large lettering next to a graphic of Idaho with a magnifying glass over it.,,,https://github.com/uidaholib/inside_source,
ir,University of Idaho Institutional Repository Collection,,Research articles and other documents produced by individuals and entities from the University of Idaho.,https://www.lib.uidaho.edu/digital/ir/,2023-12,,143,,published,true,Research,,documents; records,"University of Idaho; Moscow, ID;",46.727309,-117.012272,1955,2021,,https://objects.lib.uidaho.edu/ir/small/ir0067_sm.jpg,https://objects.lib.uidaho.edu/ir/small/ir0067_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0067_th.jpg,The cover of a report from the Wildlife and Range Policy Analysis Group. The cover is yellow and features a black ink drawing of Idaho with some wilderness and recreation areas labeled.,https://www.lib.uidaho.edu/digital/ir/items/ir0067.html,https://www.lib.uidaho.edu/digital/ir/assets/data,https://github.com/uidaholib/documents-digital-collections-template/tree/ir,IR
iftnc,Intermountain Forestry Cooperative,,"A collection of reports, studies, and documents published by the Intermountain Forest Tree Nutrition Cooperative (IFTNC), a research cooperative composed of public and private forestry organizations that is located administratively in the College of Natural Resources at the University of Idaho.",https://www.lib.uidaho.edu/digital/iftnc/,2023-12,,39,,published,true,Forests; Northwest; Research,,documents,Inland Northwest,46.729312,-117.012924,1984,1991,,https://objects.lib.uidaho.edu/iftnc/ifc-image.jpg,https://objects.lib.uidaho.edu/iftnc/ifc-image.jpg,https://objects.lib.uidaho.edu/iftnc/ifc-image.jpg,Trees in the mountains,https://www.uidaho.edu/cnr/intermountain-forestry-cooperative,https://www.lib.uidaho.edu/digital/iftnc/assets/data,https://github.com/uidaholib/documents-digital-collections-template/tree/iftnc,iftnc
ijc,International Jazz Collections (IJC),,"The International Jazz Collections (IJC) was formally established at the University of Idaho in 2000, featuring papers and photographs of the legendary Lionel Hampton. The IJC merged with the University of Idaho Library's Special Collections & Archives department in 2007. It is now the preeminent jazz archive in the Pacific Northwest.",https://www.ijc.uidaho.edu/,2023-12,,,,published,,IJC; Jazz; U of I,International Jazz Collections,,"University of Idaho (Library); Moscow, ID;",46.72732,-117.01588,1900,2002,IJC home page,https://www.lib.uidaho.edu/media/digital/small/ijc.jpg,https://www.lib.uidaho.edu/media/digital/small/ijc.jpg,https://www.lib.uidaho.edu/media/digital/small/ijc.jpg,Collage International Jazz Collection Image,https://www.ijc.uidaho.edu/,,https://github.com/uidaholib/ijc-collection-template/tree/ijc_home,ijc
williams_joe,Joe Williams Collection,,"Joe Williams was a vocalist who began singing professionally in the late 1930's. He worked with the big bands of Coleman Hawkins, Lionel Hampton and Count Basie; it was with Basie that Williams had his first recording hits. Williams won many awards and professional recognition. In the 1980's he had a recurring role (as 'Grandpa Al') on TV's The Cosby Show. He died in Las Vegas on March 29, 1999.",https://www.ijc.uidaho.edu/williams_joe/,2023-12,,147,,published,true,IJC; Jazz,International Jazz Collections,scores,"University of Idaho (Library); Moscow, ID;",46.72732,-117.01488,1930,1970,,https://objects.lib.uidaho.edu/ijc/joe_williams/ijc_jw_002.jpg,https://objects.lib.uidaho.edu/ijc/joe_williams/small/ijc_jw_002_sm.jpg,https://objects.lib.uidaho.edu/ijc/joe_williams/thumbs/ijc_jw_002_th.jpg,Section of the score for Here's That Rainy Day,https://www.ijc.uidaho.edu/williams_joe/items/ijc_jw_001.html#ijc_jw_002,https://www.ijc.uidaho.edu/williams_joe/assets/data,https://github.com/uidaholib/ijc-collection-template/tree/williams_joe,ijcw
kooskia,Kooskia Internment Camp Scrapbook,,"The Kooskia Internment Camp Scrapbook documents the sights, tasks, scenes, and events of Japanese men detained during the camp&apos;s two years or operation (May 1943 - May 1945). The camp was located in a remote area of north central Idaho, 30 miles from the town of Kooskia; it was administered by the U.S. Immigration and Naturalization Service (INS) for the U.S. Department of Justice.",https://www.lib.uidaho.edu/digital/kooskia/,2022-04,2022-04,387,true,published,true,Idaho; War,,scrapbooks; images,"Kooskia, ID",46.144012,-115.594819,1943,1945,,https://objects.lib.uidaho.edu/kooskia/kooskia791.jpg,https://objects.lib.uidaho.edu/kooskia/small/kooskia791_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/kooskia791_th.jpg,Kooskia Internment Camp Scrapbook Entrance Sign,https://www.lib.uidaho.edu/digital/kooskia/items/kooskia791.html,https://www.lib.uidaho.edu/digital/kooskia/assets/data,https://github.com/uidaholib/base-digital-collections-template/tree/kooskia,spec_kic
laughlin,Kyle Laughlin Photographs,,"The images of the Kyle Laughlin Photograph Collection, taken from 1931 to 1979, depict Idaho&apos;s natural scenery and historic sites, as well as personal moments from Kyle Laughlin&apos;s life. Laughlin was a Moscow, Idaho resident and businessman for 56 years; he owned several businesses, including a photo shop, an appliance store, and a television/cable company.",https://www.lib.uidaho.edu/digital/laughlin/,2023-12,,828,,published,true,Idaho; Water; Agriculture; U of I; Latah County,,images,"Idaho; Washington; Montgomery, AL; Acoma Village, NM; Topeka, KS; St. Louis, MO; Denver, CO; Cheyenne, WY; Little Bighorn Battlefield, MT; Vaseux Lake, B.C.",46.706833,-116.92294,1935,1937,,https://objects.lib.uidaho.edu/laughlin/spec_kl1411.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl1411_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl1411_th.jpg,Image of unidentified dam and river.,https://www.lib.uidaho.edu/digital/laughlin/items/spec_kl1411.html,https://www.lib.uidaho.edu/digital/laughlin/assets/data,https://github.com/uidaholib/base-digital-collections-template/tree/laughlin,spec_kl
lcheritage,Latah County Community Heritage Collection,,The Latah County Common Heritage Collection was driven by funding from a National Endowment for the Humanities (NEH) Common Heritage Grant awarded to the University of Idaho Library in 2016. The materials in this collection were collected via community digitization days held in Moscow and Potlatch in 2016 and 2017.,https://www.lib.uidaho.edu/digital/lcheritage/,2024-02,,733,,published,true,"Idaho; Northwest; Forests; Wilderness; Fire; Latah County; Moscow; Potlatch, ID",,documents; images,"University of Idaho (Library); Moscow, ID;",46.738036,-116.67842,1880,2016,,https://objects.lib.uidaho.edu/lcheritage/lcheritage4.jpg,https://objects.lib.uidaho.edu/lcheritage/small/lcheritage4_sm.jpg,https://objects.lib.uidaho.edu/lcheritage/thumbs/lcheritage4_th.jpg,A family eats and drinks at a wooded campsite,https://www.lib.uidaho.edu/digital/lcheritage/items/lcheritage4.html,https://www.lib.uidaho.edu/digital/lcheritage/assets/data,https://github.com/uidaholib/base-digital-collections-template/tree/lcheritage,lcheritage
latahsites,Latah County Historic Places,,"This collaborative project, between the Latah Preservation Commission (LPC) and the University of Idaho Library, illustrates the Latah County Historic Touring Map that has been in print for many years.",https://www.lib.uidaho.edu/digital/latahsites/,2024-05,2024-05,90,,published,,Idaho; Latah County; Northwest,,images,"Moscow, ID",46.72929,-117.012801,1889,2024,,https://objects.lib.uidaho.edu/latahsites/genesee-valley-lutheran-church-3_opt.jpg,https://objects.lib.uidaho.edu/latahsites/small/genesee-valley-lutheran-church-3_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/genesee-valley-lutheran-church-3_th.jpg,A side view of the Genesee Valley Lutheran Church,https://www.lib.uidaho.edu/digital/latahsites/items/latahsites0044.html,https://www.lib.uidaho.edu/digital/latahsites/assets/data,https://github.com/uidaholib/base-digital-collections-template/tree/latahsites,
lcoh,Latah County Oral Histories,,"In the mid 1970s, the Latah County Historical Society collected over 300 oral histories from local Northern Idaho residents who grew up in Idaho during the early part of the 20th century. The Latah County Oral History Project produced one of the largest collections of oral histories in the Pacific Northwest. A copy of the transcripts and cassette recordings was donated to the University of Idaho Library in 1987. Those items were digitized and uploaded into our database in 2013.",https://www.lib.uidaho.edu/digital/lcoh/,2023-12,,330,true,published,true,"Idaho; Northwest; Forests; Wilderness; Fire; Latah County; Moscow; Potlatch, ID; Oral History",,documents; audio,"University of Idaho (Library); Moscow, ID;",46.736036,-116.67642,1970,1979,highly customized,https://www.lib.uidaho.edu/media/digital/small/lcoh.jpg,https://www.lib.uidaho.edu/media/digital/small/lcoh.jpg,https://www.lib.uidaho.edu/media/digital/small/lcoh.jpg,Portrait of Carol Ryrie Brink,https://www.lib.uidaho.edu/digital/lcoh/people/BRINK_Carol.html,https://www.lib.uidaho.edu/digital/lcoh/assets/data,https://github.com/uidaholib/oral-history-collections-template/tree/lcoh,latah
morse_lee,Lee Morse Collection,,Lee Morse was an American singer and songwriter. The collection includes mainly photographs and sound recordings.,https://www.ijc.uidaho.edu/morse_lee/,2023-12,,105,,published,true,IJC; Jazz,International Jazz Collections,images,"University of Idaho (Library); Moscow, ID;",46.72732,-117.01388,1924,1941,,https://objects.lib.uidaho.edu/ijc/morse_lee/ijc_lee_morse_008.jpg,https://objects.lib.uidaho.edu/ijc/morse_lee/small/ijc_lee_morse_008_sm.jpg,https://objects.lib.uidaho.edu/ijc/morse_lee/thumbs/ijc_lee_morse_008_th.jpg,Lee Morse playing guitar,https://www.ijc.uidaho.edu/morse_lee/items/ijc_lee_morse_008.html,https://www.ijc.uidaho.edu/morse_lee/assets/data,https://github.com/uidaholib/ijc-collection-template/tree/morse_lee,ijclm
ames,Leo Ames Papers,,"A collection of materials including poster designs, working drafts, correspondence, and office files from Leo Ames's time as the University of Idaho's creative director and head of publications.",https://www.lib.uidaho.edu/digital/ames/,2023-12,,38,,published,true,U of I; Art,,images; documents,"University of Idaho (Library); Moscow, ID;",46.72732,-117.01388,1968,1989,csv,https://objects.lib.uidaho.edu/ames/ug73_b08_f02-024.jpg,https://objects.lib.uidaho.edu/ames/small/ug73_b08_f02-024_sm.jpg,https://objects.lib.uidaho.edu/ames/thumbs/ug73_b08_f02-024_th.jpg,Poster advertising R. Buckminster Fuller as a part of the Pound Lectures in the Humanities with a blue and black illustration of Fuller's face and other icons.,https://www.lib.uidaho.edu/digital/ames/items/ames029.html,https://www.lib.uidaho.edu/digital/ames/assets/data,https://github.com/uidaholib/base-digital-collections-template/tree/ames,
blindfold,Leonard Feather Blindfold Tests,,The Blindfold Tests are a series of interviews conducted by jazz critic Leonard Feather with prominent jazz musicians throughout the 20th century.,https://www.lib.uidaho.edu/digital/blindfold/,2020-09,2020-09,23,,published,,IJC; Jazz,International Jazz Collections,audio,,,,1951,1987,ijc,https://www.lib.uidaho.edu/digital/objects/blindfold/young.jpg,https://www.lib.uidaho.edu/digital/objects/blindfold/small/young_sm.jpg,https://www.lib.uidaho.edu/digital/objects/blindfold/thumbs/young_th.jpg,Lester Young playing the saxophone,https://www.lib.uidaho.edu/digital/blindfold/items/blindfold024.html,https://www.lib.uidaho.edu/digital/blindfold/,https://github.com/uidaholib/blindfold_draft,
feather_leonard,Leonard Feather Jazz Collection,,"The Leonard Feather Collection includes a variety of materials that document and describe the Jazz scene during the middle of the twentieth century. Feather was born in London in 1914 and moved to New York City in 1939. He was a journalist, producer, composer and jazz critic. The collection contains- photos, notebooks, sketches, scores, correspondence, clippings, manuscripts, notes and financial papers.",https://www.ijc.uidaho.edu/feather_leonard/,2023-12,,5672,,published,true,IJC; Jazz,International Jazz Collections,images; documents; audio; illustrations; scores; videos,"University of Idaho (Library); Moscow, ID;",46.72748,-117.01404,1900,1999,,https://objects.lib.uidaho.edu/ijc/feather_leonard/ijc_leonard_feather_161.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/small/ijc_leonard_feather_161_sm.jpg,https://objects.lib.uidaho.edu/ijc/feather_leonard/thumbs/ijc_leonard_feather_161_th.jpg,Leonard Feather accompanied by an unidentified man and a woman,https://www.ijc.uidaho.edu/feather_leonard/items/ijc_leonard_feather_161.html,https://www.ijc.uidaho.edu/feather_leonard/assets/data,https://github.com/uidaholib/ijc-collection-template/tree/feather_leonard,lfc
lewistonorch,Lewiston Orchards Life Newsletter,,"Lewiston Orchards Life was a newsletter published in Lewiston, Idaho during the early 1900s. The newsletter covers the residential and horticultural lives of those living in the Lewiston Orchards area, which is now a residential neighborhood.",https://www.lib.uidaho.edu/digital/lewistonorch/,2023-12,,25,,published,true,Idaho; Agriculture,,documents,"Lewiston, ID",46.38071,-116.974847,1913,1914,,https://objects.lib.uidaho.edu/lewistonorch/lewiston_feature.jpg,https://www.lib.uidaho.edu/media/digital/small/lewistonorch.jpg,https://www.lib.uidaho.edu/media/digital/small/lewistonorch.jpg,"The cover of Lewiston Orchards Life, 1914 April",https://www.lib.uidaho.edu/digital/lewistonorch/items/spec_lof230.html,https://www.lib.uidaho.edu/digital/lewistonorch/assets/data,https://github.com/uidaholib/documents-digital-collections-template/tree/lewistonorch,spec_lof
jazzfest,Lionel Hampton Jazz Festival Collection,,"A digital collection comprised of 30 years' worth of posters, programs, photographs, and oral histories related to the Lionel Hampton Jazz Festival at the University of Idaho.",https://www.lib.uidaho.edu/digital/jazzfest/,2023-12,,176,,published,true,IJC; Jazz; U of I,International Jazz Collections,documents; images; videos,"University of Idaho; Moscow, ID;",46.72732,-117.01388,1969,2020,ijc,https://objects.lib.uidaho.edu/jazzfest/jazzfest65.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest65_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest65_th.jpg,Lionel Hampton on stage at the Lionel Hampton Jazz Festival looking at the statue in his likeness.,https://www.lib.uidaho.edu/digital/jazzfest/items/jazzfest65.html,https://www.lib.uidaho.edu/digital/jazzfest/assets/data,https://github.com/uidaholib/ijc-collection-template/tree/jazzfest,jazzfest
hampton_collection,Lionel Hampton Library Collection,,"The materials in the Lionel Hampton collection span most of his musical career, 1926–2002, with the bulk of the collection dating 1940–1990. The digital collection includes photographs, arrangements, and images of awards and ephemera.",https://www.ijc.uidaho.edu/hampton_collection/,2023-12,,6660,,published,true,IJC; Jazz,International Jazz Collections,documents; images; scores,"University of Idaho (Library); Moscow, ID;",46.72748,-117.01412,1918,2002,,https://objects.lib.uidaho.edu/ijc/hampton_collection/ijc_lionel_hampton_2971.jpg,https://objects.lib.uidaho.edu/ijc/hampton_collection/small/ijc_lionel_hampton_2971_sm.jpg,https://objects.lib.uidaho.edu/ijc/hampton_collection/thumbs/ijc_lionel_hampton_2971_th.jpg,Lionel Hampton playing the vibraphone. Inscription on the bottom of the photograph reads: Lionel Hampton and His Orchestra,https://www.ijc.uidaho.edu/hampton_collection/items/ijc_lionel_hampton_2971.html,https://www.ijc.uidaho.edu/hampton_collection/assets/data,https://github.com/uidaholib/ijc-collection-template/tree/hampton_collection,ijcs
mainstreet,Main Street Video,,"An oral-historical exploration of the last video store in Moscow, Idaho, featuring interviews with former staff, customers, board members, and owners of the Main Street Video Co-Op and Howard Hughes Video.Collection Essays by Milo Muise. Interviews conducted by: Monique Lillard and Beau Newsome.",https://www.lib.uidaho.edu/digital/mainstreet/,2024-04,2024-04,34,,published,,Oral History; Moscow,CDIL,essays; videos,"Moscow, ID",46.732062,-116.998138,2021,2021,,https://www.lib.uidaho.edu/media/digital/small/mainstreet.jpg,https://www.lib.uidaho.edu/media/digital/small/mainstreet.jpg,https://www.lib.uidaho.edu/media/digital/small/mainstreet.jpg,Main Street Video,https://www.lib.uidaho.edu/digital/mainstreet/assets/img/tvimage.png,https://www.lib.uidaho.edu/digital/mainstreet/assets/data,https://github.com/uidaholib/mainstreetvideo_source,
calnon,Mark Brooks Calnon Collection,,"The Mark Brooks Calnon Collection consists materials from 2nd. Lt. Mark Brooks Calnon, including memorabilia relating to his experiences in World War II as a pilot and prisoner of war. The collection includes photographs, documents, an oral history (audio/video/transcript), and a copy of Calnon's book, Some Lived, Some Died It Was Understood.",https://www.lib.uidaho.edu/digital/calnon/,2023-12,,53,true,published,true,Idaho; Labor; War,,documents; images; audio; videos,"Boise, ID; Germany",43.61349,-116.227996,1941,2013,,https://objects.lib.uidaho.edu/calnon/calnon15.jpg,https://objects.lib.uidaho.edu/calnon/small/calnon15_sm.jpg,https://objects.lib.uidaho.edu/calnon/thumbs/calnon15_th.jpg,B17 Crew Portrait,https://www.lib.uidaho.edu/digital/calnon/items/calnon15.html,https://www.lib.uidaho.edu/digital/calnon/assets/data,https://github.com/uidaholib/base-digital-collections-template/tree/calnon,calnon
mccall,McCall Public Library Collection,,A collection of family history-related items form the McCall Public Library,https://www.lib.uidaho.edu/digital/mccall/,2022-05,2022-05,319,,published,,Idaho; Water; Wilderness,,documents; images,"McCall, ID",44.908901,-116.099141,1815,2014,,https://objects.lib.uidaho.edu/mccall-public/mccall.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho1249_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho1249_th.jpg,Cars drive down MCall main street in winter,https://www.lib.uidaho.edu/digital/cccidaho/items/cccidaho1249.html,,https://github.com/uidaholib/base-digital-collections-template/tree/mccall,mccall
mcclure,McClure Center Archive,,A collection of publications from the University of Idaho's James A. and Louise McClure Center for Public Policy Research,https://www.lib.uidaho.edu/digital/mcclure/,2023-12,,85,,published,true,Idaho; U of I; Research,,documents,Idaho,,,2003,2022,,https://objects.lib.uidaho.edu/mcclure-center/water---imax.jpg,https://objects.lib.uidaho.edu/mcclure-center/small/water---imax_sm.jpg,https://objects.lib.uidaho.edu/mcclure-center/thumbs/water---imax_th.jpg,"Pine trees surround a lake, with mountains visible in the distance",https://www.lib.uidaho.edu/digital/mcclure/items/mcclure-center-0068.html,https://www.lib.uidaho.edu/digital/mcclure/assets/data,https://github.com/uidaholib/documents-digital-collections-template/tree/mcclure,
moscon,MosCon Collection,,"MosCon was a vibrant regional science fiction convention based in Moscow, Idaho, organized by the Palouse Empire Science Fiction Association (PESFA). This digital collection provides access to MosCon program booklets and related artifacts for the twenty-two annual conventions held from 1979 to 2001.",https://www.lib.uidaho.edu/digital/moscon/,2024-02,,34,true,published,true,Science Fiction; Moscow,,documents; images,"Moscow, ID",46.732062,-116.998138,1978,2019,some customized,https://objects.lib.uidaho.edu/moscon/moscon_cover4.jpg,https://objects.lib.uidaho.edu/moscon/small/MosCon01-1979_000_sm.jpg,https://objects.lib.uidaho.edu/moscon/thumbs/MosCon01-1979_000_th.jpg,Cover of the 1979 MosCon 1 program which features a drawing of a man and a woman fighting alien creatures with a spaceship in the background.,https://www.lib.uidaho.edu/digital/moscon/items/moscon01-1979_000.html,https://www.lib.uidaho.edu/digital/moscon/assets/data,https://github.com/uidaholib/documents-digital-collections-template/tree/moscon,
moscowcoop,Moscow Food Co-op Collection,,"Digitized newsletters published by the Moscow Food Co-op, a cooperatively-owned grocery store in Moscow, Idaho. Newsletter content includes announcements and descriptions of community events, articles on food and gardening, and recipes.",https://www.lib.uidaho.edu/digital/moscowcoop/,2023-12,,338,,published,true,Moscow; Grocery; Food,,documents,"Moscow, ID",46.732062,-116.998138,1975,2016,,https://objects.lib.uidaho.edu/moscowcoop/moscow-coop-header.jpg,https://objects.lib.uidaho.edu/moscowcoop/small/moscow-coop-header_sm.jpg,https://objects.lib.uidaho.edu/moscowcoop/thumbs/moscow-coop-header_th.jpg,Photo of the front of the food coop with a double rainbow over it.,,https://www.lib.uidaho.edu/digital/moscowcoop/assets/data,https://github.com/uidaholib/documents-digital-collections-template/tree/moscowcoop,moscowcoop
hiroshima,Moving Forward While Looking Back,,"This exhibit explores the impact that World War II had not only on those of Japanese ancestry in the United States, but also those in Japan who survived and rebuilt after the use of the atomic bomb and the role Idaho played through it all. It looks at the atrocities of war and the resilience and hope of those who live through it.",https://www.lib.uidaho.edu/digital/hiroshima/,2023-12,,83,,published,,U of I; Japan; War,,images; documents,"Hiroshima, Japan",34.37638234,132.4695732,1941,2011,,https://objects.lib.uidaho.edu/hiroshima/ug31_folder167_001.jpg,https://objects.lib.uidaho.edu/hiroshima/small/ug31_folder167_001_sm.jpg,https://objects.lib.uidaho.edu/hiroshima/thumbs/ug31_folder167_001_th.jpg,Hiroshima or Nagasaki after bombing,https://www.lib.uidaho.edu/digital/hiroshima/items/hiroshima001.html,https://www.lib.uidaho.edu/digital/hiroshima/assets/data,https://github.com/uidaholib/base-digital-collections-template/tree/hiroshima,
